Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PRT,Portugal,358,General government net debt,National Currency,,,,,,,,,,,,,,,,41822000000,47716000000,47318000000,47568000000,49718000000,53285000000,60250000000,66045000000,73002000000,81597000000,92241000000,98800000000,106237000000,114720000000,133417000000,147674000000,169235000000,176458000000,184163000000,195150000000,204738000000,209791000000,214013000000,215935000000,217073000000,217903000000,218482000000,218507000000,218600000000
PRT,Portugal,359,General government gross debt,National Currency,,,,,,,,,,,31801000000,38708000000,39555000000,40752000000,46647000000,51913000000,56149000000,56485000000,57728000000,61075000000,64640000000,72554000000,80134000000,85726000000,94454000000,106919000000,115002000000,120088000000,128191000000,146691000000,162884000000,196231000000,212556000000,219715000000,226029000000,231541000000,240958000000,242658000000,242420000000,243258000000,246688000000,242267000000,241292000000,241385000000
PRT,Portugal,360,Gross domestic product corresponding to fiscal year,National Currency,8138000000,9925000000,12001000000,15333000000,18829000000,23114000000,28248000000,33283000000,39729000000,46936000000,56356000000,64622000000,72652000000,75980000000,82379000000,89037000000,94351000000,102357000000,111385000000,119639000000,128466000000,135828000000,142631000000,146158000000,152372000000,158653000000,166249000000,175468000000,178873000000,175448000000,179930000000,176167000000,168398000000,170269000000,173079000000,179809000000,185494000000,193072000000,200637000000,207503000000,214248000000,221004000000,227959000000,234866000000
PRT,Portugal,362,Volume of imports (% change),Percent change,,6.585,5.872,-6.485,-2.073,4.634,18.848,27.402,21.642,8.496,16.121,8.363,10.993,-1.534,10.565,9.436,5.152,3.739,23.019,2.029,-7.323,3.318,3.864,11.48,8.739,-3.438,3.415,9.762,4.694,-15.687,-2.177,-3.818,-13.057,8.377,7.712,8.025,4.486,7.839,6.774,5.452,4.976,4.447,4.334,4.307
PRT,Portugal,363,Volume of exports (% change),Percent change,,-0.592,4.833,20.796,14.34,8.319,7.979,10.135,8.632,18.697,12.976,0.451,5.445,1.304,10.465,13.588,5.711,1.094,16.472,-0.437,-4.233,4.094,9.559,16.742,7.26,-4.124,10.282,14.592,2.013,-15.295,0.968,10.592,-4.256,13.331,4.687,6.145,4.331,7.279,6.461,4.728,4.302,4.207,4.227,4.194
PRT,Portugal,2777,General government total expenditure,% of GDP,,,,,,,52.587,45.837,42.268,41.543,42.258,46.042,48.325,46.582,42.856,42.687,43.161,42.45,42.585,42.509,42.826,44.107,44.166,45.282,45.975,46.7,45.148,44.523,45.335,50.223,51.819,50.016,48.527,49.94,51.72,48.098,44.945,45.864,43.914,43.599,43.469,43.281,43.034,43.042
PRT,Portugal,2779,General government net lending/borrowing,% of GDP,,,,,,,-10.391,-8.584,-4.413,-3.577,-6.921,-8.035,-5.305,-8.165,-7.467,-5.241,-4.75,-3.706,-4.272,-2.987,-3.397,-4.782,-3.788,-4.381,-6.105,-6.217,-4.234,-3.045,-3.766,-9.806,-11.171,-7.383,-5.659,-4.842,-7.119,-4.301,-1.976,-2.957,-0.709,-0.307,-0.154,-0.036,0.209,0.173
PRT,Portugal,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,-3.594,-4.255,-3.162,-3.668,-3.081,-4.184,-5.006,-6.307,-6.685,-8.464,-6.261,-4.675,-4.403,-5.931,-8.998,-8.863,-6.704,-3.192,-2.308,-0.918,-1.468,-1.09,-0.463,-0.472,-0.536,-0.405,-0.239,0.03,0.017
PRT,Portugal,2783,General government primary net lending/borrowing,% of GDP,,,,,,,-0.087,-0.228,2.659,2.828,1.471,0.687,3.368,-0.816,-1.48,-0.679,-0.58,-0.358,-1.558,-0.41,-0.873,-2.28,-1.26,-2.021,-3.837,-3.94,-1.747,-0.466,-1.055,-7.103,-8.465,-3.561,-1.378,-0.649,-2.746,-0.043,1.941,0.747,2.634,2.897,2.912,2.918,2.927,2.934
PRT,Portugal,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,46.971,50.573,46.228,42.706,41.557,41.478,44.358,46.305,49.947,53.551,58.14,59.429,60.545,64.135,76.044,82.073,96.066,104.786,108.16,112.752,113.864,113.098,110.846,107.625,104.612,101.706,98.859,95.853,93.074
PRT,Portugal,2787,General government gross debt,% of GDP,,,,,,,,,,,56.429,59.899,54.445,53.634,56.624,58.305,59.511,55.184,51.827,51.049,50.317,53.416,56.183,58.653,61.989,67.392,69.175,68.439,71.666,83.609,90.526,111.39,126.222,129.039,130.593,128.77,129.901,125.682,120.825,117.231,115.141,109.621,105.849,102.776
PRT,Portugal,3092,"Inflation, average consumer prices",Percent change,5.862,21.152,22.73,25.106,29.3,19.335,11.666,9.402,9.58,12.611,13.37,11.428,8.863,5.93,4.971,3.969,2.936,1.89,2.215,2.17,2.805,4.41,3.701,3.237,2.51,2.13,3.046,2.422,2.652,-0.903,1.391,3.554,2.776,0.44,-0.16,0.508,0.636,1.556,1.749,1.631,1.793,1.887,2.116,2.14
PRT,Portugal,3296,Unemployment rate (% of total labor force) (WEO),%,7.824,8.29,7.457,7.945,10.503,8.674,8.603,7.126,7.069,5.059,4.225,4.138,3.86,5.127,6.34,7.151,7.251,6.741,4.937,4.381,3.925,4.009,4.995,6.264,6.623,7.582,7.647,7.964,7.552,9.432,10.77,12.677,15.526,16.183,13.894,12.444,11.066,8.867,7,6.7,6.5,6.3,6.099,6
PRY,Paraguay,345,Total investment (% of GDP),% of GDP,28.783,28.831,25.627,21.442,22.932,21.984,25.023,25.058,24.366,23.844,22.865,19.109,18.493,19.669,24.414,22.021,22.129,22.918,20.112,18.971,17.339,17.968,18.1,20.627,20.068,20.903,21.95,21.325,21.981,18.72,23.8,24.577,21.302,22.331,22.542,20.848,19.724,19.362,19.397,19.421,19.507,19.479,19.609,19.751
PRY,Paraguay,346,Gross national savings (% of GDP),% of GDP,22.018,21.676,18.775,17.357,16.495,16.012,17.772,13.441,20.601,30.535,30.622,21.542,18.862,21.829,22.37,19.622,21.422,17.412,21.537,20.539,14.549,17.592,26.713,20.848,19.966,20.274,23.195,25.687,22.793,21.422,23.981,25.169,20.442,23.941,22.416,20.015,20.877,18.596,18.269,18.785,19.166,19.343,19.504,19.753
PRY,Paraguay,347,"Inflation, average consumer prices",Index,1.402,1.595,1.681,1.896,2.293,2.863,3.771,4.588,5.624,7.063,9.759,12.128,13.96,16.511,19.912,22.577,24.789,26.512,29.575,31.572,34.408,36.925,40.792,46.6,48.608,51.925,56.892,61.525,67.792,69.558,72.783,78.783,81.692,83.867,88.083,90.842,94.55,97.967,102.081,106.216,110.464,114.883,119.478,124.257
PRY,Paraguay,352,Population (WEO),Value,3151000,3245000,3342000,3442000,3545000,3652000,3767000,3887000,4010000,4138000,4138000,4406000,4496000,4588000,4681000,4777000,4874000,4974000,5075000,5179000,5284000,5385000,5485000,5583000,5682000,5780000,5877000,5975000,6072000,6169000,6266000,6363000,6461000,6559000,6657000,6756000,6855000,6954000,7053000,7153000,7253000,7353000,7454000,7555000
PRY,Paraguay,354,General government total expenditure,National Currency,56524000000,82378000000,85459000000,94052000000,121559000000,138648000000,148916000000,221880000000,282332000000,476614000000,599122000000,1041722000000,1380880000000,1613268000000,2188769000000,2846470000000,3476873000000,3995075000000,4664393000000,5403664000000,6141407000000,6733240000000,7401982000000,7999839000000,9058217000000,9837396000000,11527918000000,12673978000000,13770732000000,16882751000000,19063669000000,22426377000000,27510068000000,29384423000000,32364821000000,38555181000000,39816969000000,43563897000000,48581505000000,52511986000000,56805549000000,61282803000000,66189785000000,71470635000000
PRY,Paraguay,355,General government net lending/borrowing,National Currency,20874000000,5848000000,15518000000,7610000000,3014000000,19147000000,61208000000,75113000000,108942000000,262005000000,490684000000,315668000000,322330000000,556292000000,730298000000,560369000000,537333000000,696121000000,1074871000000,743157000000,-126787000000,99935000000,-763752000000,-6521000000,489709000000,635268000000,1263706000000,1442449000000,2390146000000,-432209000000,685692000000,2046762000000,-1778957000000,-1777006000000,-993551000000,-3418419000000,-811909000000,-1997394000000,-2672705000000,-2610444000000,-3008415000000,-3356516000000,-3933032000000,-4273077000000
PRY,Paraguay,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,,,,,,,-418944000000,315069000000,735628000000,899725000000,1451716000000,1533387000000,2276731000000,-99487000000,354573000000,1873737000000,-1565488000000,-1700957000000,-1389408000000,-3508784000000,-646291000000,-2313174000000,-3040503000000,-2956310000000,-3402540000000,-3683824000000,-4068803000000,-4385912000000
PRY,Paraguay,357,General government primary net lending/borrowing,National Currency,22766000000,8131000000,18190000000,10472000000,8014000000,26095000000,71157000000,95333000000,133037000000,341989000000,590498000000,396008000000,411555000000,650583000000,856886000000,742450000000,720613000000,876927000000,1377098000000,1055555000000,263996000000,585384000000,-124959000000,711005000000,1159060000000,1365840000000,2118477000000,2350218000000,3216052000000,144435000000,1441772000000,2766390000000,-1118827000000,-826480000000,126638000000,-1865250000000,1008123000000,175446000000,98302000000,807683000000,920235000000,1044204000000,864360000000,933103000000
PRY,Paraguay,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,8832610000000,12723455000000,20742066000000,17967986000000,15352762000000,14016128000000,11407398000000,10350644000000,11065717000000,10167514000000,8926505000000,7488798000000,12408386000000,15323990000000,18821073000000,26795699000000,30909496000000,34026332000000,39788354000000,44407894000000,49962545000000,55700259000000,62092578000000,69016206000000
PRY,Paraguay,359,General government gross debt,National Currency,,,,,,,,,,,4041072000000,4571588000000,3692904000000,3361836000000,2802266000000,3123292000000,3380434000000,3898582000000,5589626000000,8392067000000,9903439000000,13447069000000,21472079000000,19088470000000,16541625000000,15114931000000,12874625000000,12595172000000,14651456000000,14434946000000,14794593000000,13644603000000,17579707000000,21280686000000,27210243000000,34061848000000,38691217000000,42561658000000,48465653000000,52091736000000,56756647000000,61592110000000,67284429000000,73508057000000
PRY,Paraguay,360,Gross domestic product corresponding to fiscal year,National Currency,515946000000,657659000000,689173000000,764665000000,991182000000,1292433000000,1706823000000,2318902000000,3071211000000,4273285000000,6031160000000,9255684000000,10738283000000,12645361000000,14992332000000,17789145000000,20132862000000,21702866000000,25248610000000,27563441000000,30874088000000,34883187000000,41135697000000,49411960000000,57501992000000,66335828000000,75681658000000,89866049000000,107235745000000,110962163000000,128989495000000,141315800000000,147275542000000,166714587000000,179721609000000,188230723000000,204447278000000,218807296000000,238151863000000,259312893000000,280150373000000,303575136000000,327801415000000,356083133000000
PRY,Paraguay,362,Volume of imports (% change),Percent change,12.199,5.2,2.4,-22.6,16.9,-14.1,36.3,15,11.9,-14.2,43.1,4.2,4.071,31.644,26.7,11.413,-17.908,-12.531,8.287,-20.814,-6.463,-15.628,11.583,9.843,7.495,-4.899,-6.221,11.49,11.527,-16.68,32.028,19.821,-9.49,12.101,2.609,-0.105,-1.653,15.441,8.56,6.775,6.644,6.95,6.96,8.757
PRY,Paraguay,363,Volume of exports (% change),Percent change,-17.031,-24.3,7.3,-15.4,25.2,0.3,34.5,4.7,38.3,8,29.2,2,-4.097,39.598,6.464,16.858,-11.738,-5.196,11.355,-14.682,-2.023,-8.747,-2.459,7.865,9.365,28.774,14.136,2.294,-6.605,-4.348,20.099,-2.339,-7.546,17.818,-1.61,1.499,6.251,7.178,8.395,7.189,7.056,6.439,6.282,7.2
PRY,Paraguay,2777,General government total expenditure,% of GDP,10.955,12.526,12.4,12.3,12.264,10.728,8.725,9.568,9.193,11.153,9.934,11.255,12.859,12.758,14.599,16.001,17.27,18.408,18.474,19.604,19.892,19.302,17.994,16.19,15.753,14.83,15.232,14.103,12.842,15.215,14.779,15.87,18.679,17.626,18.008,20.483,19.475,19.91,20.399,20.25,20.277,20.187,20.192,20.071
PRY,Paraguay,2779,General government net lending/borrowing,% of GDP,4.046,0.889,2.252,0.995,0.304,1.481,3.586,3.239,3.547,6.131,8.136,3.411,3.002,4.399,4.871,3.15,2.669,3.208,4.257,2.696,-0.411,0.286,-1.857,-0.013,0.852,0.958,1.67,1.605,2.229,-0.39,0.532,1.448,-1.208,-1.066,-0.553,-1.816,-0.397,-0.913,-1.122,-1.007,-1.074,-1.106,-1.2,-1.2
PRY,Paraguay,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,,,,,,,,-0.965,0.616,1.252,1.314,1.879,1.695,2.151,-0.087,0.283,1.359,-1.036,-1.03,-0.783,-1.862,-0.315,-1.059,-1.281,-1.144,-1.217,-1.215,-1.241,-1.232
PRY,Paraguay,2783,General government primary net lending/borrowing,% of GDP,4.412,1.236,2.639,1.369,0.809,2.019,4.169,4.111,4.332,8.003,9.791,4.279,3.833,5.145,5.715,4.174,3.579,4.041,5.454,3.83,0.855,1.678,-0.304,1.439,2.016,2.059,2.799,2.615,2.999,0.13,1.118,1.958,-0.76,-0.496,0.07,-0.991,0.493,0.08,0.041,0.311,0.328,0.344,0.264,0.262
PRY,Paraguay,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,28.608,36.474,50.424,36.364,26.7,21.129,15.073,11.518,10.319,9.163,6.92,5.299,8.425,9.192,10.472,14.236,15.119,15.551,16.707,17.125,17.834,18.348,18.942,19.382
PRY,Paraguay,2787,General government gross debt,% of GDP,,,,,,,,,,,67.003,49.392,34.39,26.586,18.691,17.557,16.791,17.963,22.138,30.446,32.077,38.549,52.198,38.631,28.767,22.785,17.012,14.015,13.663,13.009,11.47,9.655,11.937,12.765,15.14,18.096,18.925,19.452,20.351,20.088,20.259,20.289,20.526,20.644
PRY,Paraguay,3092,"Inflation, average consumer prices",Percent change,22.535,13.793,5.374,12.807,20.938,24.845,31.697,21.658,22.594,25.592,38.162,24.275,15.105,18.277,20.596,13.387,9.798,6.95,11.554,6.751,8.984,7.314,10.472,14.239,4.31,6.823,9.565,8.144,10.186,2.606,4.636,8.244,3.692,2.662,5.028,3.132,4.082,3.614,4.2,4.05,4,4,4,4
PRY,Paraguay,3296,Unemployment rate (% of total labor force) (WEO),%,,,,8.3,7.3,5.1,6.1,5.5,4.7,6.1,6.6,5.1,5.3,5.1,4.4,3.3,8.2,5,5.8,6.8,7.3,7.6,10.8,8.059,7.307,5.831,6.653,5.601,5.728,6.398,5.674,5.621,4.573,5.021,6.038,5.351,5.998,5.7,5.692,5.723,5.768,5.796,5.8,5.786
QAT,Qatar,346,Gross national savings (% of GDP),% of GDP,51.66,45.89,34.847,25.454,41.48,30.409,13.942,16.137,14.864,21.644,23.517,19.411,18.012,10.373,17.554,23.081,22.226,33.761,26.332,38.955,49.27,52.793,52.395,59.316,55.308,51.11,57.426,60.391,64.189,49.497,50.419,60.099,60.329,58.252,55.749,47.391,42.373,50.202,55.62,58.176,58.898,59.315,58.582,57.265
QAT,Qatar,347,"Inflation, average consumer prices",Index,30.346,32.914,34.79,35.728,36.136,36.543,37.237,38.909,40.785,42.131,43.4,45.3,46.7,46.3,47,48.4,51.8,53.2,54.7,55.9,56.8,57.7,57.8,59.1,63.1,68.7,76.8,87.3,100.5,95.6,93.3,95.2,96.9,100,103.358,105.233,108.05,108.477,112.496,116.437,119.012,121.513,124.01,126.528
QAT,Qatar,352,Population (WEO),Value,245000,265000,285000,306000,326000,345000,362000,377000,392000,408000,477000,485000,490000,492000,495000,501000,512000,529000,550000,572000,594000,612000,630000,660000,720000,821000,968000,1152000,1554000,1639000,1715000,1733000,1833000,2004000,2216000,2438000,2618000,2735000,2776000,2811000,2818000,2825000,2832000,2839000
QAT,Qatar,354,General government total expenditure,National Currency,,,,,,,,,,,11399000000,11683000000,12593000000,13268000000,12936000000,13047000000,15581000000,17303000000,17027000000,17371000000,19607000000,20451000000,22225000000,24609000000,33380000000,47102000000,63052000000,81474000000,96531000000,116959000000,139420000000,174061000000,210732000000,204659000000,250707000000,248820000000,221685000000,195907000000,203195000000,198877000000,199431000000,203846000000,206044000000,214562000000
QAT,Qatar,355,General government net lending/borrowing,National Currency,,,,,,,,,,,736000000,-522000000,-636000000,-2013000000,-2554000000,-1443000000,-2466000000,-3415000000,-2163000000,-1785000000,3043000000,2854000000,5553000000,5793000000,20440000000,16983000000,19386000000,30574000000,41705000000,53018000000,30703000000,45933000000,76410000000,164443000000,114617000000,31872000000,-26127000000,-9896000000,24612000000,78392000000,88603000000,82558000000,80008000000,82254000000
QAT,Qatar,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,-109000000,-255000000,-1799000000,-2363000000,-529000000,-1141000000,-1858000000,-76000000,500000000,5857000000,5673000000,7921000000,7808000000,22335000000,18876000000,21365000000,32468000000,43744000000,56795000000,36109000000,54802000000,86272000000,173673000000,123417000000,40631000000,-17927000000,-1709000000,35339000000,90191000000,100305000000,93776000000,90886000000,92939000000
QAT,Qatar,359,General government gross debt,National Currency,,,,,,,,,,,2872000000,4421000000,4627000000,9777000000,11855000000,12537000000,16338000000,19749000000,23655000000,33562000000,33967000000,37721000000,33545000000,33484000000,33539000000,31075000000,29764000000,25903000000,46556000000,115509000000,132573000000,204426000000,218429000000,223400000000,187004000000,209276000000,257964000000,326700000000,366014000000,362372000000,344150000000,331391000000,324108000000,316825000000
QAT,Qatar,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,26792000000,25056000000,27832000000,26050000000,26843000000,29622000000,32976000000,41124000000,37330000000,45111000000,64646000000,63840000000,70484000000,85663000000,115512000000,162091000000,221611000000,290152000000,419583000000,355986000000,455445000000,610702000000,680074000000,723369000000,750658000000,588733000000,552305000000,607621000000,685393000000,743675000000,768698000000,791824000000,829737000000,877201000000
QAT,Qatar,362,Volume of imports (% change),Percent change,26.646,4.207,3.549,-15.437,-14.872,-22.794,-20.727,4.253,-7.84,2.851,-6.35,3.209,10.807,-8.055,-5.595,37.027,14.082,27.585,1.51,1.474,22.488,5.622,-3.961,49.374,17.105,51.906,57.999,25.307,5.918,-10.865,-1.425,40.79,21.54,8.696,6.434,-9.173,10.875,-7.149,5.864,-2.991,-4.502,-2.861,0.393,-1.97
QAT,Qatar,363,Volume of exports (% change),Percent change,-10.026,-14.287,-14.463,-6.916,23.363,-20.083,18.074,-11.234,12.442,2.126,12.195,-4.644,-20.676,13.424,-14.506,-11.827,7.838,38.611,29.725,14.767,5.961,-5.417,4.795,-8.314,25.983,10.375,16.374,13.842,15.408,2.083,31.268,19.935,11.137,1.286,0.401,-1.392,2.057,2.187,-1.336,-1.442,-0.042,0.726,1.931,-0.419
QAT,Qatar,2777,General government total expenditure,% of GDP,,,,,,,,,,,42.547,46.626,45.248,50.933,48.192,44.043,47.249,42.075,45.611,38.507,30.33,32.035,31.532,28.727,28.898,29.059,28.452,28.08,23.006,32.855,30.612,28.502,30.987,28.293,33.398,42.264,40.138,32.242,29.646,26.742,25.944,25.744,24.832,24.46
QAT,Qatar,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,2.747,-2.082,-2.285,-7.727,-9.514,-4.872,-7.477,-8.304,-5.794,-3.957,4.706,4.47,7.879,6.762,17.695,10.477,8.748,10.537,9.94,14.893,6.741,7.521,11.236,22.733,15.269,5.414,-4.73,-1.629,3.591,10.541,11.526,10.426,9.643,9.377
QAT,Qatar,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,-0.435,-0.917,-6.906,-8.804,-1.787,-3.46,-4.519,-0.204,1.107,9.059,8.885,11.238,9.115,19.336,11.645,9.641,11.19,10.426,15.954,7.928,8.974,12.686,24.009,16.441,6.901,-3.246,-0.281,5.156,12.128,13.049,11.843,10.954,10.595
QAT,Qatar,2787,General government gross debt,% of GDP,,,,,,,,,,,10.718,17.645,16.623,37.533,44.166,42.324,49.546,48.022,63.367,74.399,52.543,59.087,47.592,39.088,29.035,19.171,13.431,8.928,11.096,32.448,29.108,33.474,32.118,30.883,24.912,35.547,46.707,53.767,53.402,48.727,44.771,41.852,39.062,36.118
QAT,Qatar,3092,"Inflation, average consumer prices",Percent change,6.838,8.46,5.7,2.696,1.142,1.129,1.897,4.491,4.822,3.3,3.012,4.378,3.091,-0.857,1.512,2.979,7.025,2.703,2.82,2.194,1.61,1.585,0.173,2.249,6.768,8.875,11.79,13.672,15.12,-4.876,-2.406,2.036,1.786,3.199,3.358,1.814,2.677,0.395,3.705,3.503,2.212,2.102,2.055,2.031
ROU,Romania,345,Total investment (% of GDP),% of GDP,28.418,26.236,28.338,30.19,31.046,33.901,35.23,32.677,29.248,27.746,30.688,28.266,31.798,29.299,25.361,24.886,26.514,21.289,18.313,15.869,19.82,22.622,22.455,22.721,24.286,23.87,27.232,31.117,33.154,26.646,27.077,28.005,26.844,25.585,24.684,25.128,23.785,24.437,24.349,22.881,22.809,22.595,22.482,22.445
ROU,Romania,346,Gross national savings (% of GDP),% of GDP,16.075,16.636,19.322,20.329,21.517,32.48,33.829,31.307,27.926,26.338,25.086,23.189,23.266,23.832,22.716,18.701,18.159,14.272,10.505,11.739,19.305,19.457,19.766,18.176,16.836,15.234,16.859,17.657,21.657,21.964,21.955,23.029,22.066,24.515,24.013,23.898,21.707,21.086,20.881,19.46,19.511,19.345,19.349,19.44
ROU,Romania,347,"Inflation, average consumer prices",Index,0.01,0.01,0.012,0.012,0.012,0.012,0.012,0.013,0.013,0.013,0.03,0.077,0.24,0.854,2.023,2.675,3.714,9.461,15.053,21.948,31.97,42.985,52.656,60.75,67.951,74.064,78.945,82.762,89.255,94.239,100,105.795,109.328,113.703,114.926,114.241,112.465,113.977,119.291,122.499,125.884,129.164,132.457,135.834
ROU,Romania,352,Population (WEO),Value,22442000,22576000,22683000,22775000,22868000,22971000,23093000,23224000,23346000,23431000,23459000,23423000,23333000,23205000,23064000,22927000,22800000,22679000,22565000,22458000,22435000,22408000,21795000,21628000,21521000,21382000,21257000,21131000,20636000,20440000,20295000,20199000,20096000,20020000,19953000,19876000,19760000,19644000,19643000,19642000,19641000,19640000,19638000,19637000
ROU,Romania,354,General government total expenditure,National Currency,,,,,,,,,,,33000000,85000000,253000000,677000000,1664000000,2506000000,3681000000,8564000000,13112000000,19357000000,28335000000,38932000000,48852000000,61060000000,82349000000,92660000000,116050000000,147141000000,190407000000,192782000000,202256000000,205404000000,207921000000,215810000000,225808000000,243916000000,239082000000,264064000000,299986000000,324928000000,348213000000,371187000000,393154000000,414708000000
ROU,Romania,355,General government net lending/borrowing,National Currency,,,,,,,,,,,1000000,7000000,-28000000,-7000000,-111000000,-242000000,-521000000,-1325000000,-2012000000,-1973000000,-3226000000,-3758000000,-3951000000,-4388000000,-8303000000,-1981000000,-4662000000,-12968000000,-24858000000,-36409000000,-33621000000,-23837000000,-14774000000,-15772000000,-11493000000,-10361000000,-18299000000,-24242000000,-33419000000,-34490000000,-37486000000,-37980000000,-37653000000,-39162000000
ROU,Romania,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,-9189000000,-2962000000,-9949000000,-23128000000,-44437000000,-42014000000,-30954000000,-17374000000,-7892000000,-7316000000,1370000000,-422000000,-13562000000,-29033000000,-37035000000,-37477000000,-39388000000,-38553000000,-36554000000,-35802000000
ROU,Romania,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,7000000,-26000000,12000000,-43000000,-143000000,-337000000,-359000000,-267000000,907000000,672000000,703000000,584000000,-365000000,-5605000000,1184000000,-2471000000,-10652000000,-21627000000,-31210000000,-26941000000,-15672000000,-4343000000,-5206000000,-1448000000,-1532000000,-8643000000,-14511000000,-21763000000,-21614000000,-23181000000,-22716000000,-21376000000,-21817000000
ROU,Romania,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,14306000000,19098000000,24491000000,29478000000,26163000000,23265000000,13090000000,21833000000,43383000000,81106000000,121067000000,153349000000,172083000000,188008000000,198710000000,211444000000,212087000000,242642000000,270927000000,302263000000,335443000000,368949000000,401886000000,436080000000
ROU,Romania,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,23905000000,32176000000,41696000000,47749000000,52190000000,50966000000,43502000000,52917000000,70200000000,119195000000,163023000000,191423000000,224677000000,247995000000,270736000000,280415000000,297449000000,315801000000,349221000000,383711000000,421197000000,459176000000,496829000000,535991000000
ROU,Romania,360,Gross domestic product corresponding to fiscal year,National Currency,83000000,84000000,84000000,84000000,84000000,83000000,85000000,86000000,87000000,81000000,87000000,224000000,613000000,2037000000,5060000000,7333000000,11073000000,25713000000,38001000000,55479000000,81275000000,118327000000,152630000000,198761000000,248748000000,290489000000,347004000000,428979000000,538050000000,526345000000,529624000000,562062000000,595367000000,635459000000,668590000000,712588000000,767377000000,858660000000,939144000000,989256000000,1057338000000,1128214000000,1203046000000,1282024000000
ROU,Romania,362,Volume of imports (% change),Percent change,5.756,-0.806,-19.846,1.749,10.527,-3.295,-5.241,-1.042,-11.939,8.326,18.457,-29.608,7.522,4.385,2.811,30.849,2.52,14.454,1.562,-9.4,27.525,18.663,12.293,16.506,22.054,16.022,22.641,28.775,1.083,-20.755,12.518,10.059,-1.794,8.792,8.712,7.974,9.789,11.303,8.642,7.36,7.274,7.051,6.939,6.798
ROU,Romania,363,Volume of exports (% change),Percent change,9.184,6.002,-8.913,2.12,14.269,-3.554,-1.809,-1.06,-4.351,-23.016,-39.401,-17.909,2.913,11.124,19.037,15.085,-7.046,11.316,-0.607,5.3,23.18,11.907,17.092,9.28,14.051,7.583,10.44,7.844,-1.813,-4.83,15.066,11.879,0.99,19.68,8.022,4.563,8.659,9.745,7.659,7.522,6.963,6.703,6.669,6.461
ROU,Romania,2777,General government total expenditure,% of GDP,,,,,,,,,,,38.113,38.041,41.268,33.241,32.891,34.174,33.243,33.306,34.505,34.89,34.863,32.902,32.007,30.72,33.105,31.898,33.443,34.3,35.388,36.627,38.189,36.545,34.923,33.961,33.774,34.23,31.156,30.753,31.942,32.846,32.933,32.9,32.68,32.348
ROU,Romania,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,1.02,3.209,-4.523,-0.348,-2.186,-3.299,-4.708,-5.154,-5.296,-3.556,-3.969,-3.176,-2.589,-2.208,-3.338,-0.682,-1.343,-3.023,-4.62,-6.917,-6.348,-4.241,-2.481,-2.482,-1.719,-1.454,-2.385,-2.823,-3.559,-3.487,-3.545,-3.366,-3.13,-3.055
ROU,Romania,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,-3.739,-1.031,-3.01,-5.833,-9.367,-8.279,-5.753,-3.014,-1.273,-1.113,0.199,-0.058,-1.744,-3.44,-4.006,-3.799,-3.743,-3.44,-3.061,-2.812
ROU,Romania,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,3.249,-4.283,0.577,-0.858,-1.95,-3.046,-1.398,-0.703,1.634,0.826,0.594,0.383,-0.184,-2.253,0.408,-0.712,-2.483,-4.019,-5.93,-5.087,-2.788,-0.729,-0.819,-0.217,-0.215,-1.126,-1.69,-2.317,-2.185,-2.192,-2.013,-1.777,-1.702
ROU,Romania,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,17.602,16.14,16.046,14.831,10.518,8.009,3.772,5.09,8.063,15.409,22.859,27.283,28.904,29.586,29.721,29.673,27.638,28.258,28.848,30.555,31.725,32.702,33.406,34.015
ROU,Romania,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,29.412,27.192,27.318,24.024,20.981,17.545,12.536,12.335,13.047,22.646,30.781,34.057,37.738,39.026,40.494,39.352,38.762,36.778,37.185,38.788,39.836,40.699,41.298,41.808
